mean[RGB],0.2995530388708951,0.23037177157412858,0.3774043871554557
std[RGB],0.3446062440816641,0.28612166698406666,0.3860673888675688
class_frequencies_weights[num_classes],0.6940164075400466,0.3059835924599534,
class_encodings,1.0,2.0,
